595528.24	3348029.93	0.03
595529.37	3348029.09	0.06
595525.86	3348029.54	0.09
595526.55	3348029.31	0.22
595527.30	3348029.06	0.26
595529.46	3348028.33	0.19
595524.20	3348029.34	0.03
595524.93	3348029.10	0.36
595527.85	3348028.12	0.36
595529.95	3348027.41	-0.09
595519.74	3348029.52	-0.16
595520.41	3348029.29	-0.16
595521.16	3348029.05	0.22
595523.27	3348028.34	0.16
595525.46	3348027.61	0.13
595526.24	3348027.35	0.26
595526.95	3348027.11	0.45
595529.77	3348026.15	-0.09
595520.89	3348029.56	0.06
595521.67	3348029.31	0.26
595522.36	3348029.07	0.22
595523.03	3348028.84	-0.03
595523.79	3348028.59	0.19
595525.25	3348028.10	0.09
595525.96	3348027.86	0.09
595526.71	3348027.61	0.22
595527.47	3348027.36	0.42
595516.35	3348029.90	-0.45
595517.05	3348029.67	-0.29
595517.72	3348029.44	-0.36
595518.39	3348029.21	-0.29
595519.17	3348028.96	-0.16
595519.85	3348028.73	-0.29
595520.60	3348028.48	0.03
595521.97	3348028.02	-0.06
595522.72	3348027.76	-0.03
595524.17	3348027.28	0.13
595525.66	3348026.78	-0.06
595526.39	3348026.54	0.39
595529.19	3348025.59	0.00
595514.16	3348029.89	-0.26
595515.57	3348029.41	-0.29
595516.98	3348028.94	-0.32
595517.67	3348028.71	-0.19
595519.11	3348028.22	-0.55
595519.87	3348027.96	-0.39
595520.50	3348027.77	0.29
595521.23	3348027.52	0.00
595521.97	3348027.26	-0.22
595522.71	3348027.01	-0.16
595523.41	3348026.78	-0.13
595525.61	3348026.05	0.13
595528.42	3348025.10	0.03
595529.13	3348024.86	0.03
595512.07	3348029.80	-0.59
595513.54	3348029.31	-0.39
595514.98	3348028.83	-0.32
595515.69	3348028.59	-0.13
595516.38	3348028.35	-0.62
595517.04	3348028.14	-0.16
595517.82	3348027.88	-0.06
595519.91	3348027.17	-0.22
595520.61	3348026.94	0.22
595521.40	3348026.67	-0.22
595522.11	3348026.44	0.03
595523.53	3348025.96	-0.03
595524.32	3348025.70	0.03
595525.03	3348025.46	0.22
595527.09	3348024.77	0.29
595527.82	3348024.52	0.26
595521.24	3348026.23	-0.06
595522.01	3348025.97	0.13
595522.72	3348025.73	-0.09
595523.44	3348025.49	-0.26
595524.19	3348025.24	0.13
595526.98	3348024.31	0.36
595508.32	3348029.94	-0.39
595508.98	3348029.72	-0.26
595510.49	3348029.21	-0.62
595511.93	3348028.72	-0.55
595512.67	3348028.47	-0.62
595514.79	3348027.76	-0.55
595515.49	3348027.53	-0.52
595516.17	3348027.30	-0.22
595516.91	3348027.06	0.09
595517.57	3348026.83	-0.32
595519.75	3348026.10	-0.32
595520.48	3348025.86	-0.13
595521.21	3348025.62	-0.19
595510.55	3348029.81	-0.55
595512.00	3348029.32	-0.72
595513.44	3348028.85	-0.36
595514.87	3348028.37	-0.29
595516.25	3348027.90	-0.36
595516.95	3348027.67	0.00
595519.81	3348026.71	-0.22
595522.67	3348025.12	-0.45
595523.43	3348024.87	-0.16
595507.72	3348029.36	-0.52
595508.40	3348029.13	-0.36
595509.89	3348028.63	-0.52
595510.60	3348028.39	-0.42
595511.31	3348028.15	-0.45
595512.07	3348027.89	-0.59
595512.81	3348027.65	-0.19
595514.89	3348026.95	-0.55
595516.32	3348026.47	-0.19
595517.01	3348026.25	0.06
595518.46	3348025.75	-0.49
595519.17	3348025.51	-0.39
595519.88	3348025.28	-0.16
595520.65	3348025.02	-0.03
595522.07	3348024.53	-0.45
595522.82	3348024.28	-0.26
595503.81	3348029.94	0.06
595504.47	3348029.72	0.13
595505.21	3348029.47	0.13
595507.39	3348028.73	-0.36
595508.04	3348028.51	-0.22
595509.55	3348028.00	-0.36
595510.25	3348027.77	-0.49
595511.72	3348027.27	-0.49
595514.57	3348026.31	-0.75
595515.24	3348026.09	-0.59
595515.99	3348025.84	-0.29
595518.10	3348025.13	-0.52
595518.80	3348024.90	-0.42
595519.55	3348024.65	-0.16
595520.27	3348024.41	-0.09
595503.30	3348029.60	0.03
595503.97	3348029.38	0.16
595504.73	3348029.13	0.52
595506.87	3348028.40	-0.32
595507.59	3348028.16	-0.29
595509.76	3348027.43	-0.36
595510.47	3348027.19	-0.19
595511.98	3348026.68	-0.52
595512.68	3348026.45	-0.22
595514.06	3348025.97	-0.68
595514.77	3348025.74	-0.39
595515.48	3348025.50	-0.36
595516.17	3348025.28	0.03
595517.64	3348024.77	-0.59
595518.35	3348024.53	-0.65
595519.04	3348024.31	-0.29
595500.07	3348029.47	0.95
595500.74	3348029.25	0.78
595502.88	3348028.51	0.00
595503.62	3348028.26	0.06
595504.24	3348028.06	0.62
595502.85	3348029.07	0.09
595503.52	3348028.85	0.09
595504.25	3348028.61	0.39
595507.07	3348027.64	-0.32
595508.59	3348027.14	-0.36
595509.29	3348026.90	-0.39
595510.03	3348026.65	-0.45
595511.53	3348026.15	-0.29
595512.18	3348025.94	0.03
595513.60	3348025.44	-0.82
595515.05	3348024.96	-0.55
595515.70	3348024.75	-0.29
595516.47	3348024.49	-0.19
595505.74	3348027.55	-0.03
595509.35	3348026.34	-0.26
595510.11	3348026.09	-0.03
595510.85	3348025.83	-0.29
595511.52	3348025.62	0.09
595512.21	3348025.38	0.13
595514.38	3348024.64	-0.72
595515.05	3348024.42	-0.39
595500.19	3348028.42	1.04
595500.85	3348028.20	0.88
595503.04	3348027.45	0.09
595503.71	3348027.23	0.26
595505.17	3348026.73	-0.09
595505.82	3348026.51	-0.13
595507.32	3348026.00	-0.22
595508.79	3348025.51	-0.36
595509.49	3348025.27	-0.16
595510.28	3348025.00	-0.39
595510.93	3348024.79	-0.16
595502.78	3348027.21	0.06
595503.42	3348027.00	0.45
595505.56	3348026.28	0.00
595506.32	3348026.02	0.16
595507.05	3348025.78	0.06
595508.51	3348025.28	-0.39
595509.25	3348025.04	0.09
595509.99	3348024.79	-0.03
595510.66	3348024.56	0.00
595511.39	3348024.32	-0.09
595500.62	3348027.30	1.44
595503.51	3348026.31	0.42
595504.89	3348025.84	0.06
595507.09	3348025.10	-0.13
595508.57	3348024.60	0.00
595509.32	3348024.35	0.13
595500.01	3348026.74	1.41
595500.68	3348026.50	0.85
595502.19	3348025.99	0.13
595502.91	3348025.75	0.49
595503.57	3348025.53	0.65
595500.05	3348026.06	1.54
595504.42	3348024.57	0.42
595500.38	3348025.26	1.47
595503.19	3348024.30	0.65
595529.26	3348024.04	0.13
595525.55	3348024.16	-0.13
595526.22	3348023.94	0.13
595526.91	3348023.71	0.52
595528.35	3348023.22	0.16
595529.12	3348022.96	-0.13
595523.59	3348024.03	-0.32
595524.28	3348023.79	-0.32
595524.93	3348023.58	-0.16
595525.63	3348023.35	0.00
595526.31	3348023.12	0.32
595527.05	3348022.88	0.45
595529.22	3348022.14	0.06
595521.74	3348023.91	-0.32
595522.49	3348023.66	-0.29
595523.93	3348023.18	-0.26
595524.63	3348022.95	-0.06
595525.28	3348022.73	0.09
595525.99	3348022.49	0.16
595526.69	3348022.26	0.29
595520.47	3348023.82	-0.36
595523.43	3348022.83	-0.22
595524.07	3348022.62	-0.13
595524.79	3348022.39	0.32
595525.47	3348022.15	0.03
595526.22	3348021.90	0.13
595528.37	3348021.18	0.16
595521.53	3348022.79	-0.22
595522.28	3348022.53	-0.55
595522.97	3348022.30	-0.39
595523.63	3348022.09	-0.03
595525.75	3348021.38	0.09
595526.47	3348021.14	0.00
595527.89	3348020.66	0.03
595528.60	3348020.42	0.22
595517.14	3348024.27	-0.16
595518.61	3348023.77	-0.62
595519.35	3348023.53	-0.22
595520.77	3348023.04	-0.55
595515.80	3348024.17	-0.22
595516.49	3348023.94	-0.19
595517.90	3348023.46	-0.32
595519.37	3348022.97	-0.36
595520.87	3348022.46	-0.62
595521.60	3348022.22	-0.29
595522.31	3348021.98	-0.36
595522.98	3348021.76	-0.39
595523.67	3348021.53	-0.03
595524.36	3348021.30	-0.16
595525.11	3348021.05	-0.19
595525.80	3348020.82	0.13
595526.52	3348020.58	0.26
595529.41	3348019.61	0.26
595514.46	3348023.59	-0.75
595515.22	3348023.34	-0.49
595515.88	3348023.12	-0.26
595517.34	3348022.63	-0.39
595518.79	3348022.14	-0.36
595519.51	3348021.91	-0.29
595520.30	3348021.63	-0.59
595521.00	3348021.41	-0.26
595521.72	3348021.16	-0.29
595522.41	3348020.93	-0.39
595523.79	3348020.46	-0.22
595524.50	3348020.23	-0.06
595525.21	3348020.00	0.13
595527.35	3348019.27	0.06
595528.82	3348018.78	0.16
595513.50	3348023.60	-0.59
595514.23	3348023.35	-0.85
595514.98	3348023.10	-0.52
595515.63	3348022.89	-0.49
595517.06	3348022.41	-0.26
595519.25	3348021.68	-0.29
595521.47	3348020.93	-0.29
595523.54	3348020.24	-0.36
595524.24	3348020.00	-0.09
595524.97	3348019.76	-0.13
595525.68	3348019.52	0.06
595527.84	3348018.80	-0.06
595529.25	3348018.33	0.16
595510.71	3348023.88	0.16
595511.39	3348023.65	0.09
595514.32	3348022.66	-0.68
595514.98	3348022.44	-0.62
595515.67	3348022.21	-0.22
595516.41	3348021.96	-0.32
595519.36	3348020.97	-0.36
595520.77	3348020.49	-0.36
595521.47	3348020.26	-0.36
595527.13	3348018.36	-0.09
595528.57	3348017.88	0.03
595510.75	3348023.11	0.29
595515.07	3348021.65	-0.42
595515.79	3348021.41	-0.36
595517.98	3348020.67	-0.45
595518.74	3348020.41	-0.52
595520.18	3348019.93	-0.55
595522.25	3348019.24	-0.39
595522.99	3348018.99	-0.55
595524.42	3348018.50	-0.65
595525.80	3348018.05	-0.26
595526.54	3348017.81	0.16
595527.95	3348017.33	0.03
595506.63	3348023.82	-0.09
595508.11	3348023.33	-0.06
595509.48	3348022.87	0.22
595510.18	3348022.63	-0.29
595514.42	3348021.20	-0.29
595515.19	3348020.94	-0.26
595518.12	3348019.96	-0.39
595519.55	3348019.48	-0.45
595521.63	3348018.78	-0.45
595522.34	3348018.54	-0.39
595523.07	3348018.29	-0.42
595523.82	3348018.03	-0.75
595524.49	3348017.82	-0.36
595525.19	3348017.59	-0.16
595525.90	3348017.35	-0.09
595526.68	3348017.09	0.03
595529.57	3348016.11	-0.13
595516.19	3348019.91	-0.49
595516.90	3348019.68	-0.26
595518.39	3348019.18	-0.32
595519.10	3348018.94	-0.13
595521.20	3348018.22	-0.65
595521.90	3348018.00	-0.26
595523.34	3348017.51	-0.49
595524.06	3348017.27	-0.36
595524.74	3348017.04	-0.22
595525.46	3348016.80	-0.09
595526.24	3348016.54	-0.19
595527.68	3348016.05	-0.26
595528.39	3348015.82	0.00
595529.17	3348015.56	-0.19
595503.45	3348023.77	0.65
595504.22	3348023.52	0.78
595507.14	3348022.52	0.06
595509.23	3348021.82	0.03
595509.88	3348021.61	0.13
595513.47	3348020.39	-0.55
595514.97	3348019.89	-0.39
595515.67	3348019.65	-0.22
595517.13	3348019.17	-0.03
595518.57	3348018.68	-0.26
595521.43	3348017.72	-0.49
595522.10	3348017.50	-0.16
595503.97	3348024.04	0.65
595506.15	3348023.29	-0.09
595508.32	3348022.57	0.03
595509.69	3348022.11	0.03
595514.71	3348020.41	-0.32
595515.47	3348020.16	-0.22
595520.59	3348017.30	-0.59
595522.05	3348016.81	-0.62
595522.74	3348016.58	-0.39
595524.17	3348016.10	-0.39
595524.93	3348015.84	-0.36
595527.10	3348015.11	-0.42
595528.52	3348014.64	0.00
