595500.07	3357025.63	44.45
595500.22	3357025.55	41.43
595500.57	3357026.28	44.58
595500.74	3357026.19	41.40
595501.36	3357026.00	41.99
595502.14	3357025.75	41.86
595502.67	3357025.62	44.75
595502.82	3357025.53	41.69
595500.49	3357027.48	44.75
595500.64	3357027.39	41.69
595501.13	3357027.28	45.63
595501.31	3357027.18	42.02
595501.89	3357027.03	44.68
595502.02	3357026.95	41.79
595502.73	3357026.73	41.99
595503.30	3357026.59	44.81
595503.43	3357026.51	42.02
595504.01	3357026.36	44.98
595504.15	3357026.28	42.25
595504.71	3357026.13	44.71
595504.84	3357026.06	41.99
595505.38	3357025.92	45.07
595505.55	3357025.83	41.63
595506.17	3357025.66	44.12
595506.31	3357025.58	41.43
595500.11	3357028.60	44.45
595500.25	3357028.52	41.56
595500.96	3357028.30	41.79
595501.68	3357028.08	42.42
595502.25	3357027.93	45.30
595502.37	3357027.86	42.65
595503.07	3357027.62	41.63
595503.64	3357027.48	44.48
595503.78	3357027.40	41.73
595504.23	3357027.31	46.19
595504.45	3357027.19	41.83
595505.03	3357027.04	45.04
595505.18	3357026.96	42.15
595505.88	3357026.73	42.15
595506.42	3357026.61	45.73
595506.62	3357026.49	41.76
595507.32	3357026.27	41.66
595508.00	3357026.05	41.60
595508.65	3357025.87	43.43
595509.50	3357025.57	41.46
595500.12	3357029.74	45.86
595500.31	3357029.63	41.89
595501.03	3357029.40	41.66
595501.73	3357029.18	41.79
595502.32	3357029.03	44.71
595502.45	3357028.95	41.86
595503.21	3357028.71	41.76
595503.81	3357028.55	45.01
595503.95	3357028.47	42.12
595504.54	3357028.30	43.30
595504.62	3357028.25	41.60
595505.30	3357028.05	42.42
595505.82	3357027.91	45.11
595505.94	3357027.85	42.71
595506.56	3357027.67	44.75
595506.71	3357027.59	41.66
595507.29	3357027.44	44.75
595507.43	3357027.36	41.86
595508.04	3357027.18	43.07
595508.84	3357026.92	42.38
595509.54	3357026.68	41.40
595510.25	3357026.46	41.83
595510.81	3357026.32	44.71
595510.94	3357026.24	42.06
595511.69	3357026.01	42.12
595512.27	3357025.85	44.55
595512.40	3357025.78	41.99
595513.11	3357025.56	42.06
595512.02	3357026.55	45.01
595512.14	3357026.47	42.42
595512.74	3357026.31	44.68
595512.81	3357026.27	43.37
595513.62	3357026.00	42.38
595514.32	3357025.78	42.32
595515.06	3357025.54	41.86
595502.09	3357029.70	44.75
595502.26	3357029.60	41.10
595502.73	3357029.51	46.16
595502.95	3357029.39	41.63
595503.66	3357029.16	41.73
595504.25	3357029.01	44.75
595504.38	3357028.94	41.92
595505.12	3357028.70	41.76
595505.72	3357028.55	44.98
595505.87	3357028.46	41.92
595506.54	3357028.25	41.83
595507.12	3357028.10	44.58
595507.26	3357028.02	41.69
595507.78	3357027.89	44.48
595507.91	3357027.81	41.83
595508.59	3357027.60	42.35
595509.18	3357027.45	45.04
595509.37	3357027.34	41.30
595510.04	3357027.13	41.40
595510.81	3357026.89	41.56
595511.34	3357026.75	44.19
595511.47	3357026.68	41.60
595506.42	3357029.67	45.99
595506.57	3357029.58	42.81
595507.23	3357029.39	43.99
595508.03	3357029.13	43.07
595508.62	3357028.96	44.91
595508.78	3357028.87	41.56
595509.42	3357028.68	42.71
595509.99	3357028.53	45.50
595510.13	3357028.45	42.51
595510.82	3357028.22	41.83
595511.45	3357028.06	44.58
595511.57	3357027.99	42.12
595512.10	3357027.85	44.98
595512.26	3357027.76	41.79
595513.01	3357027.52	41.53
595513.64	3357027.34	43.04
595514.21	3357027.18	45.07
595514.39	3357027.08	41.56
595515.14	3357026.84	41.73
595515.67	3357026.72	45.27
595515.82	3357026.63	42.02
595516.35	3357026.51	45.70
595516.52	3357026.41	42.35
