595555.23,3352559.65,30.15,2
595556.77,3352559.26,39.56,1
595556.69,3352559.51,53.60,1
595557.42,3352559.06,40.87,1
595557.73,3352558.86,35.30,1
595557.38,3352559.28,53.87,1
595558.46,3352558.60,35.00,1
595558.75,3352558.42,29.82,2
595558.07,3352559.05,54.59,1
595558.39,3352558.85,49.14,1
595558.87,3352558.55,40.68,1
595558.74,3352558.82,55.01,1
595557.41,3352559.83,30.41,1
595558.13,3352559.58,30.01,2
595558.66,3352559.44,33.16,1
595558.24,3352559.90,53.14,1
595558.56,3352559.90,59.97,1
595558.53,3352559.88,29.85,2
595554.22,3352558.27,65.32,1
595554.41,3352558.35,74.01,1
595555.28,3352557.80,58.66,1
595555.64,3352557.57,52.29,1
595555.90,3352557.41,47.63,1
595556.14,3352557.26,43.33,1
595556.38,3352557.11,39.10,1
595555.60,3352557.80,65.81,1
595555.78,3352557.69,62.59,1
595556.04,3352557.53,58.07,1
595556.73,3352557.09,45.80,1
595556.99,3352557.12,53.74,1
595557.13,3352557.03,51.27,1
595558.35,3352556.27,29.78,2
595557.77,3352556.82,51.60,1
595558.01,3352556.67,47.47,1
595558.19,3352556.55,44.19,1
595558.39,3352556.43,40.68,1
595558.72,3352556.22,34.94,1
595557.56,3352557.36,81.43,1
595558.06,3352557.23,84.64,1
595558.96,3352556.67,68.96,1
595558.88,3352556.93,83.69,1
595557.49,3352557.52,54.10,1
595558.87,3352556.65,29.78,2
595558.11,3352557.32,55.08,1
595558.86,3352556.85,41.92,1
595558.89,3352557.24,67.45,1
595558.71,3352557.53,81.95,1
595553.25,3352558.99,53.44,1
595554.46,3352558.23,31.95,1
595553.29,3352559.17,65.28,1
595554.11,3352558.65,50.72,1
595554.80,3352558.21,38.41,1
595553.99,3352558.92,65.32,1
595554.82,3352558.40,50.62,1
595554.09,3352559.06,76.14,1
595554.29,3352558.93,72.60,1
595554.66,3352558.70,66.07,1
595555.02,3352558.67,72.24,1
595555.56,3352558.33,62.82,1
595555.86,3352558.14,57.48,1
595557.41,3352557.17,30.18,1
595555.93,3352558.29,68.66,1
595556.20,3352558.13,63.94,1
595556.47,3352557.96,59.21,1
595558.15,3352556.90,29.62,2
595553.01,3352559.75,32.11,1
595553.87,3352559.42,29.98,2
595553.31,3352559.97,52.59,1
595554.59,3352559.17,29.95,2
595553.70,3352559.91,57.44,1
595553.96,3352559.75,52.91,1
595555.23,3352558.94,30.24,2
595555.43,3352559.02,39.20,1
595554.24,3352559.96,72.37,1
595554.55,3352559.76,66.79,1
595556.63,3352558.45,30.05,2
595554.76,3352559.84,76.24,1
595555.03,3352559.67,71.55,1
595555.65,3352559.47,72.96,1
595555.95,3352559.29,67.71,1
595556.38,3352559.02,60.20,1
595557.51,3352558.31,40.28,1
595558.10,3352557.94,29.88,2
595557.42,3352558.56,54.46,1
595558.76,3352557.72,30.97,1
595557.93,3352558.44,57.87,1
595558.20,3352558.27,53.14,1
595558.10,3352558.52,66.79,1
595558.76,3352558.11,55.24,1
595558.95,3352557.99,51.83,1
595558.43,3352558.52,74.01,1
595558.65,3352559.08,69.12,1
595546.95,3352558.74,40.02,1
595545.88,3352559.63,72.57,1
595547.07,3352558.87,50.88,1
595547.34,3352558.70,46.12,1
595547.77,3352558.43,38.35,1
595546.17,3352559.63,79.39,1
595546.47,3352559.45,74.08,1
595546.63,3352559.56,85.20,1
595547.34,3352559.32,85.26,1
595548.53,3352558.78,77.49,1
595548.75,3352558.64,73.49,1
595548.98,3352558.49,69.48,1
595549.26,3352558.50,76.27,1
595549.68,3352558.24,68.89,1
595550.12,3352557.96,60.95,1
595550.17,3352558.12,72.37,1
595551.00,3352557.80,70.17,1
595552.00,3352557.17,52.36,1
595551.54,3352557.64,72.24,1
595551.85,3352557.45,66.76,1
595552.68,3352556.92,51.86,1
595552.37,3352557.33,71.12,1
595553.24,3352556.97,67.38,1
595554.00,3352556.49,53.93,1
595554.28,3352556.32,49.08,1
595554.52,3352556.16,44.75,1
595554.76,3352556.22,53.60,1
595555.04,3352556.05,48.78,1
595554.59,3352556.52,69.02,1
595555.75,3352555.79,48.39,1
595554.66,3352556.66,79.65,1
595555.56,3352556.31,77.29,1
595557.38,3352555.17,45.14,1
595556.24,3352556.07,77.55,1
595558.00,3352554.97,46.62,1
595558.22,3352554.84,42.78,1
595556.75,3352555.96,81.49,1
595558.12,3352555.50,83.07,1
595558.61,3352555.40,87.33,1
595553.26,3352557.82,55.87,1
595553.44,3352557.70,52.62,1
595553.56,3352557.83,63.74,1
595554.28,3352557.38,51.01,1
595554.97,3352557.15,51.37,1
595555.13,3352557.04,48.42,1
595555.40,3352556.87,43.63,1
595555.82,3352556.81,49.14,1
595556.00,3352556.70,45.89,1
595556.92,3352556.12,29.62,2
595555.57,3352557.16,65.94,1
595556.69,3352556.46,46.25,1
595556.02,3352557.07,69.81,1
595557.82,3352556.14,50.98,1
595558.20,3352555.91,44.52,1
595557.47,3352556.76,82.61,1
595558.12,3352556.56,84.35,1
595558.82,3352556.31,84.35,1
595547.55,3352559.42,30.31,2
595548.21,3352559.20,31.13,1
595549.05,3352559.70,82.08,1
595549.25,3352559.58,78.57,1
595549.61,3352559.35,72.11,1
595549.63,3352559.54,84.44,1
595550.10,3352559.24,75.91,1
595550.36,3352559.26,83.10,1
595550.63,3352559.09,78.21,1
595551.11,3352558.79,69.75,1
595551.35,3352558.64,65.48,1
595552.37,3352558.19,59.71,1
595552.68,3352557.99,54.26,1
595548.99,3352559.56,30.41,2
595549.97,3352559.98,78.90,1
595550.41,3352559.90,83.46,1
595550.73,3352559.69,77.65,1
595551.11,3352559.45,70.86,1
595551.35,3352559.49,78.44,1
595552.18,3352558.96,63.61,1
595552.36,3352558.85,60.30,1
595552.86,3352558.73,64.10,1
595553.28,3352558.47,56.59,1
595553.34,3352558.62,67.25,1
595553.49,3352558.52,64.50,1
595553.97,3352558.22,56.06,1
595554.27,3352558.02,50.62,1
595553.70,3352558.60,74.60,1
595540.03,3352559.68,29.72,2
595540.67,3352559.46,30.18,1
595541.16,3352559.36,34.57,1
595541.81,3352559.75,74.21,1
595543.46,3352558.69,43.96,1
595543.70,3352558.54,39.50,1
595541.86,3352559.92,86.58,1
595543.48,3352558.89,56.98,1
595544.40,3352558.49,52.00,1
595545.27,3352558.15,50.03,1
595546.01,3352557.68,36.58,1
595546.29,3352557.51,31.49,1
595545.86,3352557.98,52.42,1
595546.50,3352557.57,40.68,1
595545.22,3352558.59,76.80,1
595546.46,3352557.80,54.26,1
595546.68,3352557.66,50.29,1
595547.34,3352557.24,38.38,1
595545.86,3352558.39,78.80,1
595541.20,3352559.85,29.92,2
595543.27,3352559.55,56.72,1
595543.30,3352559.72,68.30,1
595543.60,3352559.53,62.89,1
595543.93,3352559.32,56.92,1
595544.24,3352559.32,64.14,1
595544.44,3352559.19,60.46,1
595545.95,3352558.43,45.83,1
595546.25,3352558.24,40.38,1
595546.80,3352557.90,30.47,2
595545.12,3352559.18,75.09,1
595546.42,3352558.36,51.47,1
595545.76,3352558.97,75.42,1
595546.92,3352558.23,54.36,1
595547.74,3352557.71,39.50,1
595546.36,3352558.80,78.31,1
595546.81,3352558.52,70.20,1
595548.52,3352557.43,39.33,1
595547.48,3352558.50,84.12,1
595547.57,3352558.43,82.34,1
595547.92,3352558.22,76.18,1
595550.27,3352556.73,33.92,1
595548.67,3352557.95,75.62,1
595549.61,3352557.35,58.79,1
595551.16,3352556.56,42.74,1
595550.47,3352557.19,67.88,1
595551.19,3352556.74,55.01,1
595551.51,3352556.53,49.21,1
595550.87,3352557.13,72.44,1
595551.04,3352557.01,69.29,1
595551.38,3352556.80,63.18,1
595552.00,3352556.41,52.19,1
595551.55,3352556.91,73.85,1
595551.82,3352556.74,69.12,1
595552.84,3352556.09,50.88,1
595552.14,3352556.73,75.78,1
595552.43,3352556.55,70.73,1
595553.96,3352555.79,56.16,1
595554.27,3352555.59,50.62,1
595554.50,3352555.44,46.45,1
595555.45,3352554.85,29.72,2
595554.07,3352555.91,66.66,1
595554.43,3352555.68,60.33,1
595554.72,3352555.50,55.31,1
595555.10,3352555.27,48.62,1
595554.06,3352556.10,78.60,1
595554.61,3352555.76,68.83,1
595554.82,3352555.62,65.12,1
595554.75,3352555.88,80.11,1
595555.57,3352555.57,78.37,1
595557.15,3352554.58,50.59,1
595557.64,3352554.27,42.06,1
595557.99,3352554.23,47.50,1
595558.30,3352554.04,42.06,1
595558.72,3352553.99,48.32,1
595557.43,3352554.99,83.46,1
595558.20,3352554.72,83.36,1
595558.32,3352554.64,81.13,1
595558.64,3352554.63,87.20,1
595544.69,3352559.97,67.55,1
595545.88,3352559.21,45.86,1
595546.27,3352559.18,52.42,1
595544.97,3352557.95,79.92,1
595545.19,3352557.81,75.88,1
595545.72,3352557.69,79.85,1
595545.98,3352557.52,75.16,1
595547.03,3352556.85,56.10,1
595546.78,3352557.22,74.14,1
595547.73,3352556.81,69.32,1
595548.59,3352556.27,53.80,1
595549.75,3352555.53,32.84,1
595550.26,3352555.40,35.43,1
595550.56,3352555.21,30.08,2
595549.89,3352555.84,55.31,1
595550.86,3352555.22,37.86,1
595550.62,3352555.57,54.29,1
595550.77,3352555.47,51.60,1
595551.04,3352555.29,46.62,1
595551.36,3352555.10,40.97,1
595550.59,3352555.79,68.14,1
595551.52,3352555.20,51.50,1
595551.82,3352555.02,46.16,1
595551.28,3352555.54,67.78,1
595551.72,3352555.27,59.94,1
595552.16,3352554.98,51.96,1
595552.38,3352555.05,61.41,1
595552.65,3352554.89,56.65,1
595553.18,3352554.56,47.24,1
595553.35,3352554.45,44.16,1
595553.15,3352554.77,60.26,1
595553.39,3352554.62,56.00,1
595553.88,3352554.31,47.40,1
595554.21,3352554.10,41.53,1
595553.66,3352554.63,62.99,1
595553.81,3352554.53,60.30,1
595554.07,3352554.38,55.83,1
595555.02,3352553.78,38.97,1
595553.57,3352554.89,77.88,1
595554.42,3352554.56,75.82,1
595555.07,3352554.34,76.44,1
595556.25,3352553.61,55.64,1
595556.80,3352553.26,45.89,1
595557.43,3352553.07,47.99,1
595558.46,3352552.43,29.95,2
595556.24,3352554.01,81.82,1
595557.21,3352553.41,64.86,1
595556.90,3352553.81,83.59,1
595557.14,3352553.66,79.42,1
595557.81,3352553.25,67.78,1
595557.86,3352553.39,78.14,1
595558.48,3352553.00,67.28,1
595558.04,3352553.47,87.33,1
595558.68,3352553.26,88.22,1
595546.25,3352558.15,71.81,1
595546.56,3352558.15,78.90,1
595546.86,3352557.96,73.55,1
595547.25,3352557.93,80.31,1
595547.48,3352557.79,76.18,1
595548.09,3352557.58,76.90,1
595550.00,3352556.37,42.55,1
595550.13,3352556.49,53.14,1
595550.68,3352556.15,43.37,1
595550.89,3352556.02,39.59,1
595550.84,3352556.24,52.59,1
595551.63,3352555.73,38.35,1
595550.73,3352556.49,66.53,1
595551.50,3352556.01,52.72,1
595551.79,3352555.82,47.47,1
595551.17,3352556.43,72.27,1
595551.94,3352555.94,58.53,1
595552.63,3352555.51,46.35,1
595551.72,3352556.26,74.21,1
595552.03,3352556.07,68.60,1
595553.45,3352555.39,57.08,1
595553.66,3352555.25,53.34,1
595554.10,3352554.98,45.63,1
595553.57,3352555.50,66.69,1
595553.86,3352555.31,61.51,1
595553.59,3352555.68,78.64,1
595554.19,3352555.30,68.04,1
595554.34,3352555.41,78.73,1
595555.07,3352555.15,78.34,1
595555.57,3352554.83,69.25,1
595557.32,3352553.94,51.47,1
595557.90,3352553.58,41.24,1
595556.36,3352554.74,80.83,1
595558.61,3352553.33,41.46,1
595557.04,3352554.52,82.41,1
595557.96,3352553.94,66.20,1
595557.70,3352554.30,83.07,1
595558.61,3352553.73,67.25,1
595558.23,3352554.17,86.35,1
595558.85,3352553.78,75.45,1
595558.81,3352554.00,88.45,1
595539.57,3352559.97,38.18,1
595539.86,3352559.79,32.97,1
595538.01,3352559.84,90.12,1
595540.86,3352558.22,50.16,1
595541.39,3352557.88,40.38,1
595539.29,3352559.43,92.68,1
595542.06,3352557.67,41.86,1
595542.32,3352557.49,36.81,1
595540.20,3352559.05,88.71,1
595540.59,3352558.80,81.46,1
595542.66,3352557.49,43.60,1
595544.85,3352556.50,29.59,2
595544.32,3352557.03,52.32,1
595544.64,3352556.84,46.81,1
595545.14,3352556.52,37.63,1
595544.68,3352557.21,71.81,1
595544.97,3352557.03,66.63,1
595545.64,3352556.60,54.42,1
595545.10,3352557.15,77.62,1
595545.51,3352556.90,70.27,1
595545.89,3352556.87,77.09,1
595546.30,3352556.61,69.71,1
595547.76,3352555.87,55.15,1
595548.57,3352555.56,53.37,1
595549.85,3352554.75,30.24,2
595549.54,3352555.13,47.96,1
595550.52,3352554.51,30.41,1
595549.91,3352555.09,53.67,1
595550.13,3352554.95,49.73,1
595551.26,3352554.24,29.52,2
595550.88,3352554.69,49.70,1
595551.39,3352554.37,40.58,1
595551.52,3352554.47,50.32,1
595552.25,3352554.22,50.95,1
595552.51,3352554.06,46.32,1
595552.25,3352554.41,62.72,1
595552.48,3352554.26,58.75,1
595553.38,3352553.70,42.68,1
595553.10,3352554.06,59.87,1
595554.21,3352553.36,40.12,1
595554.00,3352553.70,57.15,1
595554.45,3352553.42,49.31,1
595554.80,3352553.20,42.97,1
595555.07,3352553.04,38.32,1
595554.79,3352553.42,56.56,1
595555.52,3352552.96,43.60,1
595554.31,3352553.91,77.29,1
595556.21,3352552.91,56.13,1
595556.40,3352552.79,52.78,1
595556.87,3352552.49,44.38,1
595557.53,3352552.30,46.58,1
595558.43,3352551.73,30.70,1
595556.14,3352553.36,83.59,1
595556.93,3352553.06,82.08,1
595557.56,3352552.85,82.84,1
595558.01,3352552.75,86.97,1
595558.24,3352552.61,82.97,1
595558.57,3352552.59,89.30,1
595536.11,3352559.84,47.11,1
595536.55,3352559.56,38.87,1
595537.26,3352559.32,39.50,1
595536.97,3352559.90,70.27,1
595538.34,3352559.76,46.16,1
595538.55,3352559.62,42.12,1
595538.98,3352559.54,46.71,1
595539.32,3352559.32,40.35,1
595539.60,3352559.34,47.60,1
595539.93,3352559.12,41.50,1
595540.53,3352558.74,30.44,1
595539.70,3352559.48,59.15,1
595540.09,3352559.23,51.83,1
595541.28,3352558.47,29.98,2
595542.00,3352558.21,29.82,2
595540.01,3352559.89,92.78,1
595540.84,3352559.56,90.09,1
595541.15,3352559.36,84.38,1
595543.10,3352558.12,48.62,1
595543.37,3352557.95,43.70,1
595541.70,3352559.21,87.10,1
595541.89,3352559.09,83.75,1
595542.51,3352558.90,85.33,1
595545.56,3352556.96,29.78,2
595543.85,3352558.26,74.67,1
595544.10,3352558.10,70.11,1
595545.96,3352556.92,36.28,1
595544.32,3352558.14,77.82,1
595544.55,3352558.00,73.68,1
595546.05,3352557.05,46.45,1
595547.04,3352554.80,30.15,2
595545.44,3352556.03,72.83,1
595546.77,3352555.19,48.72,1
595547.04,3352555.21,56.43,1
595547.31,3352555.04,51.54,1
595547.81,3352554.90,54.19,1
595548.64,3352554.59,52.49,1
595548.22,3352555.03,71.78,1
595549.45,3352554.25,49.60,1
595550.82,3352553.60,38.77,1
595550.68,3352553.88,53.34,1
595550.88,3352553.75,49.77,1
595551.56,3352553.33,37.63,1
595551.49,3352553.57,51.83,1
595551.79,3352553.38,46.35,1
595552.06,3352553.21,41.56,1
595552.32,3352553.24,49.80,1
595552.66,3352553.04,43.89,1
595553.37,3352552.59,31.29,1
595552.54,3352553.29,57.80,1
595553.32,3352552.80,43.70,1
595554.10,3352552.32,30.08,2
595553.01,3352553.21,62.95,1
595553.29,3352553.03,57.97,1
595554.19,3352552.47,41.92,1
595554.23,3352552.64,54.00,1
595554.41,3352552.52,50.65,1
595554.81,3352552.28,43.70,1
595555.56,3352551.81,30.38,2
595554.82,3352552.46,56.00,1
595555.46,3352552.06,44.75,1
595555.74,3352551.89,39.82,1
595556.27,3352551.56,30.44,2
595555.63,3352552.17,55.21,1
595555.91,3352551.99,50.19,1
595556.16,3352551.83,45.73,1
595556.38,3352551.70,42.02,1
595556.96,3352551.53,44.29,1
595557.31,3352551.31,38.02,1
595557.27,3352551.55,52.42,1
595557.47,3352551.42,48.78,1
595557.96,3352551.11,40.28,1
595557.91,3352551.32,52.59,1
595558.43,3352551.00,43.63,1
595558.70,3352550.83,38.74,1
595556.92,3352552.14,82.67,1
595557.11,3352552.02,79.29,1
595557.72,3352551.64,68.60,1
595558.57,3352551.11,53.77,1
595557.34,3352552.06,87.10,1
595557.95,3352551.86,88.25,1
595558.29,3352551.64,82.18,1
595558.67,3352551.62,88.91,1
595558.95,3352551.45,84.08,1
595533.93,3352559.69,47.86,1
595534.28,3352559.47,41.40,1
595534.20,3352559.95,70.63,1
595534.78,3352559.78,72.90,1
595535.45,3352559.35,60.43,1
595535.65,3352559.22,56.69,1
595535.53,3352559.51,72.30,1
595536.48,3352558.90,54.59,1
595535.73,3352559.57,81.00,1
595535.95,3352559.43,76.93,1
595536.30,3352559.21,70.27,1
595536.34,3352559.38,82.11,1
595536.44,3352559.31,80.21,1
595537.21,3352559.03,79.23,1
595537.51,3352558.83,73.62,1
595538.05,3352558.69,76.73,1
595540.32,3352557.44,47.86,1
595540.72,3352557.19,40.48,1
595538.75,3352558.65,89.92,1
595541.36,3352556.99,41.89,1
595541.67,3352556.79,36.12,1
595542.02,3352556.56,29.59,2
595539.27,3352558.52,93.30,1
595542.70,3352556.33,30.24,1
595543.80,3352556.03,36.05,1
595541.61,3352557.64,89.99,1
595543.73,3352556.30,51.31,1
595543.13,3352556.86,74.01,1
595543.60,3352556.78,79.65,1
595545.00,3352555.89,54.19,1
595545.27,3352555.72,49.40,1
595545.91,3352555.31,37.59,1
595544.93,3352556.14,68.47,1
595537.16,3352559.78,66.76,1
595537.50,3352559.76,73.45,1
595537.82,3352559.55,67.38,1
595539.11,3352558.74,43.70,1
595539.73,3352558.53,44.65,1
595539.98,3352558.37,39.96,1
595540.49,3352558.05,30.57,1
595545.12,3352555.57,69.35,1
595545.71,3352555.19,58.56,1
595545.87,3352555.09,55.70,1
595546.34,3352554.80,47.27,1
595546.48,3352554.89,56.59,1
595546.70,3352554.75,52.65,1
595546.98,3352554.57,47.50,1
595547.40,3352554.50,52.59,1
595548.14,3352554.22,51.37,1
595548.46,3352554.02,45.73,1
595547.68,3352554.71,72.27,1
595548.79,3352554.01,52.23,1
595549.10,3352553.81,46.68,1
595549.60,3352553.70,51.21,1
595550.21,3352553.51,52.13,1
595550.94,3352553.04,38.97,1
595550.95,3352553.25,52.46,1
595551.55,3352553.05,53.57,1
595552.14,3352552.69,43.11,1
595552.20,3352552.84,54.88,1
595552.51,3352552.65,49.34,1
595552.78,3352552.48,44.61,1
595553.60,3352551.97,29.95,2
595552.78,3352552.68,57.51,1
595553.45,3352552.26,45.57,1
595554.32,3352551.71,30.05,2
595553.62,3352552.36,55.51,1
595554.11,3352552.05,46.71,1
595554.27,3352551.95,43.86,1
