596495.35,3348086.53,0.32,1
596517.27,3348083.30,-0.03,1
596516.48,3348083.44,0.03,1
596493.29,3348088.23,0.22,1
596490.44,3348088.71,-0.32,1
596490.02,3348089.63,-0.13,1
596519.65,3348086.22,0.22,1
596514.61,3348087.08,-0.36,1
596503.73,3348088.92,0.91,1
596509.60,3348088.60,0.72,1
596503.87,3348089.57,0.88,1
596505.75,3348071.80,0.82,1
596505.96,3348072.56,1.14,1
596491.67,3348076.39,0.29,1
596504.48,3348076.73,0.91,1
596508.04,3348081.07,1.01,1
596511.35,3348082.73,0.19,1
596510.56,3348082.87,0.45,1
596519.40,3348082.94,0.03,1
596516.01,3348060.26,0.72,1
596510.81,3348061.14,0.59,1
596515.18,3348061.31,0.95,1
596490.20,3348067.10,0.68,1
596496.57,3348067.50,0.00,1
596493.81,3348067.97,0.39,1
596494.26,3348068.94,0.39,1
596493.51,3348069.07,0.36,1
596510.39,3348067.91,0.82,1
596515.35,3348070.97,-0.22,1
596516.28,3348071.47,-0.42,1
